sentence,relation
CONCLUSION: The knowledge and risk perception for tobacco remains inadequate even among the stable BD type I patients in regular contact with mental health services. ,Negative
The aim of this review is to summarize present knowledge of genetic variation in cytochrome P450 1B1 (CYP1B1) and 2C9 (CYP2C9) genes and risk of tobacco -related cancer  female cancer chronic obstructive pulmonary disease and ischemic vascular disease. ,Cause_of_disease
The aim of this review is to summarize present knowledge of genetic variation in cytochrome P450 1B1 (CYP1B1) and 2C9 (CYP2C9) genes and risk of tobacco -related cancer female cancer  chronic obstructive pulmonary disease and ischemic vascular disease. ,Cause_of_disease
The aim of this review is to summarize present knowledge of genetic variation in cytochrome P450 1B1 (CYP1B1) and 2C9 (CYP2C9) genes and risk of tobacco -related cancer female cancer chronic obstructive pulmonary disease and ischemic vascular disease. ,Cause_of_disease
The aim of this review is to summarize present knowledge of genetic variation in cytochrome P450 1B1 (CYP1B1) and 2C9 (CYP2C9) genes and risk of tobacco -related cancer female cancer chronic obstructive pulmonary disease and ischemic vascular disease . ,Cause_of_disease
Recently large studies on the association between genetic variation in CYP1B1 and CYP2C9 and risk of disease with considerable statistical power rebutted the hypotheses that these genetic variants affect risk of tobacco -related cancer  female cancer chronic obstructive pulmonary disease and ischemic vascular disease. ,Cause_of_disease
Recently large studies on the association between genetic variation in CYP1B1 and CYP2C9 and risk of disease with considerable statistical power rebutted the hypotheses that these genetic variants affect risk of tobacco -related cancer female cancer  chronic obstructive pulmonary disease and ischemic vascular disease. ,Cause_of_disease
Recently large studies on the association between genetic variation in CYP1B1 and CYP2C9 and risk of disease with considerable statistical power rebutted the hypotheses that these genetic variants affect risk of tobacco -related cancer female cancer chronic obstructive pulmonary disease and ischemic vascular disease. ,Cause_of_disease
Recently large studies on the association between genetic variation in CYP1B1 and CYP2C9 and risk of disease with considerable statistical power rebutted the hypotheses that these genetic variants affect risk of tobacco -related cancer female cancer chronic obstructive pulmonary disease and ischemic vascular disease . ,Cause_of_disease
 Fenugreek  a naturally occurring edible spice kills MCF-7 human breast cancer cells via an apoptotic pathway. ,Treatment_of_disease
Trigonella foenum graecum ( Fenugreek ) is traditionally applied to treat disorders such as diabetes  high cholesterol wounds inflammation and gastrointestinal ailments. ,Treatment_of_disease
Trigonella foenum graecum ( Fenugreek ) is traditionally applied to treat disorders such as diabetes high cholesterol wounds inflammation and gastrointestinal ailments . ,Treatment_of_disease
Trigonella foenum graecum ( Fenugreek ) is traditionally applied to treat disorders such as diabetes high cholesterol wounds inflammation  and gastrointestinal ailments. ,Treatment_of_disease
Trigonella foenum graecum ( Fenugreek ) is traditionally applied to treat disorders such as diabetes high cholesterol  wounds inflammation and gastrointestinal ailments. ,Treatment_of_disease
Trigonella foenum graecum ( Fenugreek ) is traditionally applied to treat disorders such as diabetes high cholesterol wounds  inflammation and gastrointestinal ailments. ,Treatment_of_disease
 Trigonella foenum graecum (Fenugreek) is traditionally applied to treat disorders such as diabetes  high cholesterol wounds inflammation and gastrointestinal ailments. ,Treatment_of_disease
 Trigonella foenum graecum (Fenugreek) is traditionally applied to treat disorders such as diabetes high cholesterol wounds inflammation and gastrointestinal ailments . ,Treatment_of_disease
 Trigonella foenum graecum (Fenugreek) is traditionally applied to treat disorders such as diabetes high cholesterol wounds inflammation  and gastrointestinal ailments. ,Treatment_of_disease
 Trigonella foenum graecum (Fenugreek) is traditionally applied to treat disorders such as diabetes high cholesterol  wounds inflammation and gastrointestinal ailments. ,Treatment_of_disease
 Trigonella foenum graecum (Fenugreek) is traditionally applied to treat disorders such as diabetes high cholesterol wounds  inflammation and gastrointestinal ailments. ,Treatment_of_disease
Oxyresveratrol is a potent antioxidant and free-radical scavenger found in mulberry wood ( Morus alba L .) with demonstrated protective effects against cerebral ischemia . ,Treatment_of_disease
Oxyresveratrol is a potent antioxidant and free-radical scavenger found in mulberry wood (Morus alba L.) with demonstrated protective effects against cerebral ischemia . ,Treatment_of_disease
BACKGROUND: Olive oil consumption is associated with a decreased risk of several chronic diseases  in particular cardiovascular disease (CVD). ,Treatment_of_disease
BACKGROUND: Olive oil consumption is associated with a decreased risk of several chronic diseases in particular cardiovascular disease (CVD). ,Treatment_of_disease
BACKGROUND: Olive oil consumption is associated with a decreased risk of several chronic diseases in particular cardiovascular disease ( CVD ). ,Treatment_of_disease
OBJECTIVE: We evaluated the association between olive oil and overall and cause-specific mortality in the Spanish population in the European Prospective Investigation into Cancer and Nutrition (EPIC-Spain). ,Negative
The association between olive oil (analyzed as a categorical and continuous variable) and overall and cause-specific mortality ( CVD  cancer and other causes) was analyzed by using Cox proportional hazards regression models adjusted for potential confounders. ,Negative
The association between olive oil (analyzed as a categorical and continuous variable) and overall and cause-specific mortality (CVD cancer  and other causes) was analyzed by using Cox proportional hazards regression models adjusted for potential confounders. ,Negative
In comparison with nonconsumers the highest quartile of olive oil consumption was associated with a 26% (95% CI: 13% 36%) reduction in risk of overall mortality and a 44% (95% CI: 21% 60%) reduction in CVD mortality. ,Treatment_of_disease
For each increase in olive oil of 10 g 2000 kcal d  there was a 7% (95% CI: 3% 10%) decreased risk of overall mortality and a 13% (95% CI: 6% 20%) decreased risk of CVD mortality. ,Treatment_of_disease
No significant association was observed between olive oil and cancer mortality. ,Negative
CONCLUSIONS: Olive oil was associated with a decreased risk of overall mortality and an important reduction in CVD mortality in this large Mediterranean cohort. ,Treatment_of_disease
 Areca nut chewing and systemic inflammation : evidence of a common pathway for systemic diseases. ,Negative
 Areca nut chewing and systemic inflammation: evidence of a common pathway for systemic diseases . ,Negative
 Diabetes  hypertension cardiovascular diseases oropharyngeal and oesophageal cancers have been associated with areca nut chewing and the mechanism by which areca nut chewing increases the risk of systemic diseases remains elusive. ,Cause_of_disease
Diabetes hypertension  cardiovascular diseases oropharyngeal and oesophageal cancers have been associated with areca nut chewing and the mechanism by which areca nut chewing increases the risk of systemic diseases remains elusive. ,Cause_of_disease
Diabetes hypertension cardiovascular diseases  oropharyngeal and oesophageal cancers have been associated with areca nut chewing and the mechanism by which areca nut chewing increases the risk of systemic diseases remains elusive. ,Cause_of_disease
Diabetes hypertension cardiovascular diseases oropharyngeal and oesophageal cancers have been associated with areca nut chewing and the mechanism by which areca nut chewing increases the risk of systemic diseases remains elusive. ,Cause_of_disease
Diabetes hypertension cardiovascular diseases oropharyngeal and oesophageal cancers have been associated with areca nut chewing and the mechanism by which areca nut chewing increases the risk of systemic diseases remains elusive. ,Cause_of_disease
Diabetes hypertension cardiovascular diseases oropharyngeal and oesophageal cancers have been associated with areca nut chewing and the mechanism by which areca nut chewing increases the risk of systemic diseases remains elusive. ,Cause_of_disease
 Diabetes  hypertension cardiovascular diseases oropharyngeal and oesophageal cancers have been associated with areca nut chewing and the mechanism by which areca nut chewing increases the risk of systemic diseases remains elusive. ,Cause_of_disease
Diabetes hypertension  cardiovascular diseases oropharyngeal and oesophageal cancers have been associated with areca nut chewing and the mechanism by which areca nut chewing increases the risk of systemic diseases remains elusive. ,Cause_of_disease
Diabetes hypertension cardiovascular diseases  oropharyngeal and oesophageal cancers have been associated with areca nut chewing and the mechanism by which areca nut chewing increases the risk of systemic diseases remains elusive. ,Cause_of_disease
Diabetes hypertension cardiovascular diseases oropharyngeal and oesophageal cancers have been associated with areca nut chewing and the mechanism by which areca nut chewing increases the risk of systemic diseases remains elusive. ,Cause_of_disease
Diabetes hypertension cardiovascular diseases oropharyngeal and oesophageal cancers have been associated with areca nut chewing and the mechanism by which areca nut chewing increases the risk of systemic diseases remains elusive. ,Cause_of_disease
Diabetes hypertension cardiovascular diseases oropharyngeal and oesophageal cancers have been associated with areca nut chewing and the mechanism by which areca nut chewing increases the risk of systemic diseases remains elusive. ,Cause_of_disease
We hypothesize that systemic inflammation may be elevated among areca nut users which is linked with many systemic diseases. ,Negative
We hypothesize that systemic inflammation may be elevated among areca nut users which is linked with many systemic diseases . ,Negative
Therefore this present study was conducted to examine the systemic inflammation among areca nut chewers and healthy controls. ,Negative
Increase in amount of areca nut consumption had a significant dose-response relationship with systemic inflammation (p for trend <0.001). ,Negative
CONCLUSIONS: Areca nut chewing has a significant association with systemic inflammation . ,Association
Further work is required to confirm that systemic inflammation is the main pathway by which areca nut use increases the risk of systemic diseases. ,Negative
Further work is required to confirm that systemic inflammation is the main pathway by which areca nut use increases the risk of systemic diseases . ,Cause_of_disease
 Rhodiola crenulata root ameliorates derangements of glucose and lipid metabolism in a rat model of the metabolic syndrome and type 2 diabetes. ,Treatment_of_disease
 Rhodiola crenulata root ameliorates derangements of glucose and lipid metabolism in a rat model of the metabolic syndrome and type 2 diabetes . ,Treatment_of_disease
ETHNOPHARMACOLOGICAL RELEVANCE: Rhodiola species are traditionally used as tonics and stimulants to treat asthenia  suggesting their possible regulatory effect on energy metabolism. ,Treatment_of_disease
MATERIALS AND METHODS: Zucker diabetic fatty (ZDF) rats were treated with Rhodiola crenulata root (RCR) powder (100 and 500 mg/kg by gavage once daily for 4 weeks). ,Negative
MATERIALS AND METHODS: Zucker diabetic fatty (ZDF) rats were treated with Rhodiola crenulata root ( RCR ) powder (100 and 500 mg/kg by gavage once daily for 4 weeks). ,Negative
In addition the effects of RCR on sucrose-induced acute hyperglycemia in mice and olive oil-induced hypertriglyceridemia in rats were also examined. ,Negative
In addition the effects of RCR on sucrose-induced acute hyperglycemia in mice and olive oil-induced hypertriglyceridemia in rats were also examined. ,Cause_of_disease
In addition the effects of RCR on sucrose-induced acute hyperglycemia in mice and olive oil-induced hypertriglyceridemia in rats were also examined. ,Negative
In addition the effects of RCR on sucrose-induced acute hyperglycemia in mice and olive oil-induced hypertriglyceridemia in rats were also examined. ,Negative
However RCR minimally affected sucrose-induced acute hyperglycemia in mice and olive oil-induced acute hypertriglyceridemia in rats. ,Treatment_of_disease
However RCR minimally affected sucrose-induced acute hyperglycemia in mice and olive oil-induced acute hypertriglyceridemia in rats. ,Treatment_of_disease
However RCR minimally affected sucrose-induced acute hyperglycemia in mice and olive oil-induced acute hypertriglyceridemia in rats. ,Treatment_of_disease
However RCR minimally affected sucrose-induced acute hyperglycemia in mice and olive oil-induced acute hypertriglyceridemia in rats. ,Treatment_of_disease
CONCLUSIONS: The present results demonstrate that RCR treatment improves metabolic derangements in animal model of the metabolic syndrome and type 2 diabetes. ,Treatment_of_disease
CONCLUSIONS: The present results demonstrate that RCR treatment improves metabolic derangements in animal model of the metabolic syndrome and type 2 diabetes . ,Treatment_of_disease
Persistent cigarette smoking and other tobacco use after a tobacco-related cancer diagnosis. ,Negative
Persistent cigarette smoking and other tobacco use after a tobacco -related cancer diagnosis. ,Cause_of_disease
These risks may be even higher among tobacco -related cancer survivors (TRCS). ,Cause_of_disease
We describe tobacco use behaviors among TRCS other cancer survivors and people without a history of cancer. ,Negative
We describe tobacco use behaviors among TRCS other cancer survivors and people without a history of cancer . ,Negative
METHODS: We used 2009 Behavioral Risk Factor Surveillance System data to describe demographic characteristics smoking history current smoking prevalence and smokeless tobacco use among TRCS other cancer survivors and people without a history of cancer (cigarette smoking and smokeless tobacco use were calculated after adjusting for age sex race and insurance status). ,Negative
METHODS: We used 2009 Behavioral Risk Factor Surveillance System data to describe demographic characteristics smoking history current smoking prevalence and smokeless tobacco use among TRCS other cancer survivors and people without a history of cancer (cigarette smoking and smokeless tobacco use were calculated after adjusting for age sex race and insurance status). ,Negative
METHODS: We used 2009 Behavioral Risk Factor Surveillance System data to describe demographic characteristics smoking history current smoking prevalence and smokeless tobacco use among TRCS other cancer survivors and people without a history of cancer (cigarette smoking and smokeless tobacco use were calculated after adjusting for age sex race and insurance status). ,Negative
METHODS: We used 2009 Behavioral Risk Factor Surveillance System data to describe demographic characteristics smoking history current smoking prevalence and smokeless tobacco use among TRCS other cancer survivors and people without a history of cancer (cigarette smoking and smokeless tobacco use were calculated after adjusting for age sex race and insurance status). ,Negative
 Tobacco -related cancers were defined as lung/bronchial pharyngeal laryngeal esophageal stomach pancreatic kidney/renal urinary bladder cervical and acute myeloid leukemia. ,Cause_of_disease
 Tobacco -related cancers were defined as lung/bronchial pharyngeal laryngeal esophageal stomach pancreatic kidney/renal urinary bladder cervical and acute myeloid leukemia . ,Negative
Smokeless tobacco use was higher among respondents without a history of cancer (4 %) compared with TRCS (3 %) and other cancer survivors (3 %). ,Negative
Smokeless tobacco use was higher among respondents without a history of cancer (4 %) compared with TRCS (3 %) and other cancer survivors (3 %). ,Negative
Targeted smoking prevention and cessation interventions are needed for cancer survivors especially those diagnosed with a tobacco -related cancer. ,Negative
Targeted smoking prevention and cessation interventions are needed for cancer survivors especially those diagnosed with a tobacco -related cancer . ,Cause_of_disease
We provide the first population-based report on demographic characteristics and tobacco use behaviors among self-reported tobacco-related cancer survivors. ,Negative
We provide the first population-based report on demographic characteristics and tobacco use behaviors among self-reported tobacco -related cancer survivors. ,Cause_of_disease
Epidemiological studies suggest that cocoa rich products reduce the risk of cardiovascular disease . ,Treatment_of_disease
OBJECTIVES: To determine the effect of flavanol-rich chocolate or cocoa products on blood pressure in people with or without hypertension . ,Negative
Adverse effects including gastrointestinal complaints and distaste of the trial product were reported by 5% of patients in the active cocoa intervention group and 1% of patients in the control groups. ,Cause_of_disease
Furthermore long-term trials investigating the effect of cocoa on clinical outcomes are also needed to assess whether cocoa has an effect on cardiovascular events and to assess potential adverse effects associated with chronic ingestion of cocoa products. ,Negative
Furthermore long-term trials investigating the effect of cocoa on clinical outcomes are also needed to assess whether cocoa has an effect on cardiovascular events and to assess potential adverse effects associated with chronic ingestion of cocoa products. ,Negative
Furthermore long-term trials investigating the effect of cocoa on clinical outcomes are also needed to assess whether cocoa has an effect on cardiovascular events and to assess potential adverse effects associated with chronic ingestion of cocoa products. ,Negative
 Aloe -emodin an anthraquinone in vitro inhibits proliferation and induces apoptosis in human colon carcinoma cells. ,Treatment_of_disease
The present study aimed to investigate the anticancer effect of aloe -emodin an anthraquinone compound present in the leaves of Aloe vera on two human colon carcinoma cell lines DLD-1 and WiDr. ,Negative
The present study aimed to investigate the anticancer effect of aloe-emodin an anthraquinone compound present in the leaves of Aloe vera  on two human colon carcinoma cell lines DLD-1 and WiDr. ,Negative
 Colon carcinoma cells were treated with various concentrations of aloe -emodin for different durations. ,Negative
In addition exposure of colon carcinoma cells to aloe -emodin suppressed the casein kinase II activity in a time-dependent manner and was accompanied by a reduced phosphorylation of Bid a downstream substrate of casein kinase II and a pro-apoptotic molecule. ,Treatment_of_disease
These findings showed that the inhibition of casein kinase II activity the release of apoptosis-inducing factor and cytochrome c and the caspase-3 activation are involved in aloe -emodin-mediated apoptosis in colon carcinoma cells. ,Treatment_of_disease
In this study we use a genomic approach to study the signaling processes associated with tobacco smoke exposure and lung cancer . ,Negative
"Furthermore our findings suggest that the airway gene expression signatures derived in this study can provide novel insights into signaling pathways altered in the ""field of injury"" induced by tobacco smoke and thus may impact strategies for prevention of tobacco-related lung cancer . ",Negative
"Furthermore our findings suggest that the airway gene expression signatures derived in this study can provide novel insights into signaling pathways altered in the ""field of injury"" induced by tobacco smoke and thus may impact strategies for prevention of tobacco -related lung cancer . ",Cause_of_disease
Effects of Korean red ginseng extracts on neural tube defects and impairment of social interaction induced by prenatal exposure to valproic acid. ,Negative
Effects of Korean red ginseng extracts on neural tube defects and impairment of social interaction induced by prenatal exposure to valproic acid. ,Negative
Using the prenatal valproic acid (VPA)-injection model of autism spectrum disorder (ASD) in rats which produces social impairrment and altered seizure susceptibility as in human ASD patients as well as mild neural tube defects like crooked tail phenotype we examined whether chronic administration of red ginseng extract may rescue the social impairment and crooked tail phenotype in prenatally VPA-exposed rat offspring. ,Negative
Using the prenatal valproic acid (VPA)-injection model of autism spectrum disorder (ASD) in rats which produces social impairrment and altered seizure susceptibility as in human ASD patients as well as mild neural tube defects like crooked tail phenotype we examined whether chronic administration of red ginseng extract may rescue the social impairment and crooked tail phenotype in prenatally VPA-exposed rat offspring. ,Negative
Using the prenatal valproic acid (VPA)-injection model of autism spectrum disorder (ASD) in rats which produces social impairrment and altered seizure susceptibility as in human ASD patients as well as mild neural tube defects like crooked tail phenotype we examined whether chronic administration of red ginseng extract may rescue the social impairment and crooked tail phenotype in prenatally VPA-exposed rat offspring. ,Negative
Using the prenatal valproic acid (VPA)-injection model of autism spectrum disorder (ASD) in rats which produces social impairrment and altered seizure susceptibility as in human ASD patients as well as mild neural tube defects like crooked tail phenotype  we examined whether chronic administration of red ginseng extract may rescue the social impairment and crooked tail phenotype in prenatally VPA-exposed rat offspring. ,Negative
Using the prenatal valproic acid (VPA)-injection model of autism spectrum disorder (ASD) in rats which produces social impairrment and altered seizure susceptibility as in human ASD patients as well as mild neural tube defects like crooked tail phenotype we examined whether chronic administration of red ginseng extract may rescue the social impairment and crooked tail phenotype in prenatally VPA-exposed rat offspring. ,Negative
Using the prenatal valproic acid (VPA)-injection model of autism spectrum disorder ( ASD ) in rats which produces social impairrment and altered seizure susceptibility as in human ASD patients as well as mild neural tube defects like crooked tail phenotype we examined whether chronic administration of red ginseng extract may rescue the social impairment and crooked tail phenotype in prenatally VPA-exposed rat offspring. ,Negative
Using the prenatal valproic acid (VPA)-injection model of autism spectrum disorder (ASD) in rats which produces social impairrment and altered seizure susceptibility as in human ASD patients as well as mild neural tube defects like crooked tail phenotype we examined whether chronic administration of red ginseng extract may rescue the social impairment and crooked tail phenotype in prenatally VPA-exposed rat offspring. ,Negative
VPA-induced impairment in social interactions tested using sociability and social preference paradigms as well as crooked tail phenotypes were significantly improved by administration of Korean red ginseng (KRG) in a dose dependent manner. ,Treatment_of_disease
VPA-induced impairment in social interactions tested using sociability and social preference paradigms as well as crooked tail phenotypes were significantly improved by administration of Korean red ginseng ( KRG ) in a dose dependent manner. ,Treatment_of_disease
 KRG treatment reversed abnormal locomotor activity and sensitivity to electric shock to control level. ,Negative
In vivo prophylactic effects of oleanolic acid isolated from chloroform extract of Flaveria trinervia against ethanol induced liver toxicity in rats. ,Treatment_of_disease
The prophylactic effects of oleanolic acid (OA) isolated from chloroform extract (CE) of Flaveria trinervia against ethanol induced liver toxicity was investigated using rats. ,Negative
INTERPRETATION: Our data confirmed the North West to South East Europe gradient of increasing incidence and mortality rates of tobacco -related cancers  as well as increasing mortality rates of screen-detectable cancers. ,Cause_of_disease
INTERPRETATION: Our data confirmed the North West to South East Europe gradient of increasing incidence and mortality rates of tobacco -related cancers as well as increasing mortality rates of screen-detectable cancers . ,Negative
Inhibitory effects of onion (Allium cepa L.) extract on proliferation of cancer cells and adipocytes via inhibiting fatty acid synthase. ,Treatment_of_disease
Inhibitory effects of onion ( Allium cepa L. ) extract on proliferation of cancer cells and adipocytes via inhibiting fatty acid synthase. ,Treatment_of_disease
Our studies showed that ethyl acetate extract of onion (EEO) had potent inhibitory effects on animal fatty acid synthase (FAS) and could induce apoptosis in FAS over-expressing human breast cancer MDA-MB-231 cells. ,Treatment_of_disease
Our studies showed that ethyl acetate extract of onion ( EEO ) had potent inhibitory effects on animal fatty acid synthase (FAS) and could induce apoptosis in FAS over-expressing human breast cancer MDA-MB-231 cells. ,Treatment_of_disease
Since obesity is closely related to breast cancer and obese patients are at elevated risk of developing various cancers these findings suggested that onion might be useful for preventing obesity-related malignancy. ,Negative
Since obesity is closely related to breast cancer and obese patients are at elevated risk of developing various cancers these findings suggested that onion might be useful for preventing obesity-related malignancy. ,Negative
Since obesity is closely related to breast cancer and obese patients are at elevated risk of developing various cancers these findings suggested that onion might be useful for preventing obesity-related malignancy. ,Negative
Since obesity is closely related to breast cancer and obese patients are at elevated risk of developing various cancers  these findings suggested that onion might be useful for preventing obesity-related malignancy. ,Negative
Since obesity is closely related to breast cancer and obese patients are at elevated risk of developing various cancers these findings suggested that onion might be useful for preventing obesity -related malignancy. ,Treatment_of_disease
Since obesity is closely related to breast cancer and obese patients are at elevated risk of developing various cancers these findings suggested that onion might be useful for preventing obesity-related malignancy . ,Treatment_of_disease
20-O-棺-d-glucopyranosyl-20(S)-protopanaxadiol a metabolite of ginseng  inhibits colon cancer growth by targeting TRPC channel-mediated calcium influx. ,Treatment_of_disease
Here we show that 20-O-b-d-glucopyranosyl-20(S)-protopanaxadiol (20-GPPD) a metabolite of ginseng saponin causes apoptosis of colon cancer cells through the induction of cytoplasmic Ca(2+). ,Treatment_of_disease
Inonotus obliquus is a medicinal mushroom used in Russian and Eastern European folk medicine for the treatment of gastrointestinal cancer  cardiovascular disease and diabetes. ,Treatment_of_disease
Inonotus obliquus is a medicinal mushroom used in Russian and Eastern European folk medicine for the treatment of gastrointestinal cancer cardiovascular disease and diabetes. ,Treatment_of_disease
Inonotus obliquus is a medicinal mushroom used in Russian and Eastern European folk medicine for the treatment of gastrointestinal cancer cardiovascular disease and diabetes . ,Treatment_of_disease
 Inonotus obliquus is a medicinal mushroom used in Russian and Eastern European folk medicine for the treatment of gastrointestinal cancer  cardiovascular disease and diabetes. ,Treatment_of_disease
 Inonotus obliquus is a medicinal mushroom used in Russian and Eastern European folk medicine for the treatment of gastrointestinal cancer cardiovascular disease and diabetes. ,Treatment_of_disease
 Inonotus obliquus is a medicinal mushroom used in Russian and Eastern European folk medicine for the treatment of gastrointestinal cancer cardiovascular disease and diabetes . ,Treatment_of_disease
Previous studies in our laboratory have demonstrated that the mycelium powders of I. obliquus possess significant antihyperglycemic effects in a mouse model of diabetic disease induced by alloxan. ,Treatment_of_disease
This study aims to identify the active ingredients of I. obliquus mycelium powders by a bioassay-guided fractionation approach and explore the mechanism of action of these active ingredients by using a well-established DPP-4 (an important enzyme as a new therapeutic target for diabetes ) inhibitory assay model. ,Negative
 Gardenia jasminoides attenuates hepatocellular injury and fibrosis in bile duct-ligated rats and human hepatic stellate cells. ,Treatment_of_disease
 Gardenia jasminoides attenuates hepatocellular injury and fibrosis in bile duct-ligated rats and human hepatic stellate cells. ,Treatment_of_disease
AIM: To investigate the anti-hepatofibrotic effects of Gardenia jasminoides in liver fibrosis . ,Negative
The effects of Gardenia jasminoides on liver fibrosis and the detailed molecular mechanisms were also assessed in human hepatic stellate cells (LX-2) in vitro. ,Negative
CONCLUSION: Gardenia jasminoides exerts antifibrotic effects in the liver fibrosis and may represent a novel antifibrotic agent. ,Treatment_of_disease
Secnidazole was 89.5% effective for the treatment of equine balantidiasis compared to 40.0% for Nigella sativa . ,Negative
 Tea and coffee consumption and risk of oral cavity cancer : results of a large population-based case-control study the ICARE study. ,Negative
Tea and coffee consumption and risk of oral cavity cancer : results of a large population-based case-control study the ICARE study. ,Negative
BACKGROUND: Results on the relationship between coffee and tea drinking and the risk of oral cavity cancer are contrasted. ,Treatment_of_disease
BACKGROUND: Results on the relationship between coffee and tea drinking and the risk of oral cavity cancer are contrasted. ,Treatment_of_disease
The aim of this study was to evaluate the relation between coffee and tea drinking and the risk of oral cavity cancer in France a high incidence area. ,Negative
The aim of this study was to evaluate the relation between coffee and tea drinking and the risk of oral cavity cancer in France a high incidence area. ,Negative
"RESULTS: We observed inverse associations between oral cavity cancer and tea or coffee consumption (odds ratio 0.39, 95% CI 0.21-0.70 for the highest quartile of tea consumption and 0.60 95% CI 0.34-1.05 for the highest quartile of coffee consumption). ",Negative
"RESULTS: We observed inverse associations between oral cavity cancer and tea or coffee consumption (odds ratio 0.39, 95% CI 0.21-0.70 for the highest quartile of tea consumption and 0.60 95% CI 0.34-1.05 for the highest quartile of coffee consumption). ",Treatment_of_disease
"RESULTS: We observed inverse associations between oral cavity cancer and tea or coffee consumption (odds ratio 0.39, 95% CI 0.21-0.70 for the highest quartile of tea consumption and 0.60 95% CI 0.34-1.05 for the highest quartile of coffee consumption). ",Treatment_of_disease
"RESULTS: We observed inverse associations between oral cavity cancer and tea or coffee consumption (odds ratio 0.39, 95% CI 0.21-0.70 for the highest quartile of tea consumption and 0.60 95% CI 0.34-1.05 for the highest quartile of coffee consumption). ",Negative
Exclusive tea or coffee consumption was associated with a reduced risk of oral cavity cancer and their joint effect was multiplicative. ,Treatment_of_disease
Exclusive tea or coffee consumption was associated with a reduced risk of oral cavity cancer and their joint effect was multiplicative. ,Treatment_of_disease
CONCLUSIONS: Tea and coffee drinking may decrease the risk of oral cavity cancer through antioxidant components which play a role in the repair of cellular damages. ,Treatment_of_disease
CONCLUSIONS: Tea and coffee drinking may decrease the risk of oral cavity cancer through antioxidant components which play a role in the repair of cellular damages. ,Treatment_of_disease
SCOPE: The molecular mechanisms underlying the potential health benefit effects of soybean proteins on obesity -associated metabolic disorders have not been fully clarified. ,Treatment_of_disease
SCOPE: The molecular mechanisms underlying the potential health benefit effects of soybean proteins on obesity-associated metabolic disorders have not been fully clarified. ,Treatment_of_disease
These effects of SPH might be important for the health benefit effects of soybean proteins on obesity -associated metabolic disorders. ,Treatment_of_disease
These effects of SPH might be important for the health benefit effects of soybean proteins on obesity-associated metabolic disorders . ,Treatment_of_disease
Cardioprotective effects of sour cherry seed extract (SCSE) on the hypercholesterolemic rabbit heart. ,Treatment_of_disease
Cardioprotective effects of sour cherry seed extract ( SCSE ) on the hypercholesterolemic rabbit heart. ,Treatment_of_disease
HYPOTHESIS: The present study evaluates the hypothesis that sour cherry seed extract (SCSE) protects against cardiovascular disease and inflammation in hypercholesterolemic rabbits and that this protection correlates with SCSE-induced activity of heme oxygenase- 1 (HO-1) a cytoprotective enzyme contributing to oxidative stress responses. ,Negative
HYPOTHESIS: The present study evaluates the hypothesis that sour cherry seed extract (SCSE) protects against cardiovascular disease and inflammation in hypercholesterolemic rabbits and that this protection correlates with SCSE-induced activity of heme oxygenase- 1 (HO-1) a cytoprotective enzyme contributing to oxidative stress responses. ,Negative
HYPOTHESIS: The present study evaluates the hypothesis that sour cherry seed extract (SCSE) protects against cardiovascular disease and inflammation in hypercholesterolemic rabbits and that this protection correlates with SCSE-induced activity of heme oxygenase- 1 (HO-1) a cytoprotective enzyme contributing to oxidative stress responses. ,Negative
HYPOTHESIS: The present study evaluates the hypothesis that sour cherry seed extract ( SCSE ) protects against cardiovascular disease and inflammation in hypercholesterolemic rabbits and that this protection correlates with SCSE-induced activity of heme oxygenase- 1 (HO-1) a cytoprotective enzyme contributing to oxidative stress responses. ,Negative
HYPOTHESIS: The present study evaluates the hypothesis that sour cherry seed extract ( SCSE ) protects against cardiovascular disease and inflammation in hypercholesterolemic rabbits and that this protection correlates with SCSE-induced activity of heme oxygenase- 1 (HO-1) a cytoprotective enzyme contributing to oxidative stress responses. ,Negative
HYPOTHESIS: The present study evaluates the hypothesis that sour cherry seed extract ( SCSE ) protects against cardiovascular disease and inflammation in hypercholesterolemic rabbits and that this protection correlates with SCSE-induced activity of heme oxygenase- 1 (HO-1) a cytoprotective enzyme contributing to oxidative stress responses. ,Negative
HYPOTHESIS: The present study evaluates the hypothesis that sour cherry seed extract (SCSE) protects against cardiovascular disease and inflammation in hypercholesterolemic rabbits and that this protection correlates with SCSE -induced activity of heme oxygenase- 1 (HO-1) a cytoprotective enzyme contributing to oxidative stress responses. ,Negative
HYPOTHESIS: The present study evaluates the hypothesis that sour cherry seed extract (SCSE) protects against cardiovascular disease and inflammation in hypercholesterolemic rabbits and that this protection correlates with SCSE -induced activity of heme oxygenase- 1 (HO-1) a cytoprotective enzyme contributing to oxidative stress responses. ,Negative
HYPOTHESIS: The present study evaluates the hypothesis that sour cherry seed extract (SCSE) protects against cardiovascular disease and inflammation in hypercholesterolemic rabbits and that this protection correlates with SCSE -induced activity of heme oxygenase- 1 (HO-1) a cytoprotective enzyme contributing to oxidative stress responses. ,Negative
RESULTS: Relative to cholesterol-treated animals not receiving SCSE  SCSE-treated animals exhibited significantly improved cardiac function and improved peak early diastolic velocity to peak atrial velocity ratio (E'/A') along with decreased atherosclerotic plaque formation and infarct size. ,Negative
